"Authors","Author full names","Author(s) ID","Title","Year","Link"
"Nunes Y.T.P.; Guedes L.A.","Nunes, Yuri Thomas P. (57192951878); Guedes, Luiz Affonso (35761038800)","57192951878; 35761038800","Concept Drift Detection Based on Typicality and Eccentricity","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182921195&doi=10.1109%2fACCESS.2024.3355959&partnerID=40&md5=55f27707d9cf7808eb6c1db4a551bc43"
"Oliveira L.C.L.D.M.; Tavares R.P.M.; Moreira F.S.M.; Nóbrega Í.M.F.D.; Nogueira T.C.C.; Oliveira A.B.D.; Batista L.D.M.; Martins R.R.; Oliveira A.G.","Oliveira, Luana Cristina Lins De Medeiros (58765629600); Tavares, Raquel Padilha Martins (57352207800); Moreira, Francisca Sueli Monte (57206276375); Nóbrega, Ítala Morgânia Farias Da (57223083265); Nogueira, Telma Cristiane Cavalcanti (58765306100); Oliveira, Alene Barros De (58765503500); Batista, Lorena De Medeiros (19833315500); Martins, Rand Randall (57114229000); Oliveira, Antonio Gouveia (36796012600)","58765629600; 57352207800; 57206276375; 57223083265; 58765306100; 58765503500; 19833315500; 57114229000; 36796012600","Development and Internal Validation of a Questionnaire Assessing Predisposition to Nonadherence to Immunosuppressive Medication in Kidney Pretransplant Patients","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179841423&doi=10.1097%2fTP.0000000000004758&partnerID=40&md5=35e61623c764f80e91269557974ec6a4"
"Tromer R.M.; Pereira Júnior M.L.; L. Lima K.A.; Fonseca A.F.; da Silva L.R.; Galvão D.S.; Ribeiro Junior L.A.","Tromer, Raphael M. (55979356800); Pereira Júnior, Marcelo L. (57193394052); L. Lima, Kleuton A. (58494925300); Fonseca, Alexandre F. (22979244700); da Silva, Luciano R. (54790547100); Galvão, Douglas S. (7005465927); Ribeiro Junior, Luiz. A. (55622152600)","55979356800; 57193394052; 58494925300; 22979244700; 54790547100; 7005465927; 55622152600","Mechanical, Electronic, and Optical Properties of 8-16-4 Graphyne: A 2D Carbon Allotrope with Dirac Cones","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165234686&doi=10.1021%2facs.jpcc.3c01788&partnerID=40&md5=29307cb91d11256b7a94743f8406efe4"
"Salsa Junior R.G.; Sales T.P.; Rade D.A.","Salsa Junior, Rubens Gonçalves (57200449496); Sales, Thiago de Paula (57193124025); Rade, Domingos Alves (6701889091)","57200449496; 57193124025; 6701889091","Optimization of Vibration Band Gaps in Damped Lattice Metamaterials","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164796519&doi=10.1590%2f1679-78257486&partnerID=40&md5=982610d65165c072828021e670055d5e"
"Ferraz L.L.; Santana G.M.; da Silva Amorim J.; Mota de Jesus R.; Silva Santos C.A.","Ferraz, Lorena Lima (57263501400); Santana, Gregório Mateus (36601460500); da Silva Amorim, Jhones (57216871628); Mota de Jesus, Raildo (25029508300); Silva Santos, Carlos Amilton (58573168700)","57263501400; 36601460500; 57216871628; 25029508300; 58573168700","Hydrological modeling in an agricultural basin in the Brazilian Cerrado using satellite precipitation data","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85170668326&doi=10.1016%2fj.jsames.2023.104548&partnerID=40&md5=556aa7930dd2b1fe91900356ace934dd"
"Vasiljevic G.A.M.; Cunha de Miranda L.","Vasiljevic, Gabriel Alves Mendes (57189468492); Cunha de Miranda, Leonardo (35228941400)","57189468492; 35228941400","The CoDIS Taxonomy for Brain-Computer Interface Games Controlled by Electroencephalography","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158143881&doi=10.1080%2f10447318.2023.2203006&partnerID=40&md5=2c9bb3c0aeae12a7a80c7d72268912ef"
"de Lima P.D.S.; Corso G.; Ferreira M.S.; de Araújo J.M.","de Lima, Paulo Douglas S. (57209069547); Corso, Gilberto (56250847700); Ferreira, Mauro S. (35481449000); de Araújo, João M. (57213245421)","57209069547; 56250847700; 35481449000; 57213245421","Acoustic Full Waveform Inversion with Hamiltonian Monte Carlo Method","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150423161&doi=10.1016%2fj.physa.2023.128618&partnerID=40&md5=4ac55018d97fd714db0c6066b2566feb"
"Dantas Silva F.S.; Lima M.P.S.; Corujo D.; Venâncio Neto A.J.; Esposito F.","Dantas Silva, Felipe S. (56393770300); Lima, Mathews P.S. (57217497936); Corujo, Daniel (23008345900); Venâncio Neto, Augusto J. (57217029256); Esposito, Flavio (23008401900)","56393770300; 57217497936; 23008345900; 57217029256; 23008401900","A Comprehensive Step-Wise Survey of Multiple Attribute Decision-Making Mobility Approaches","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200270353&doi=10.1109%2fACCESS.2024.3436074&partnerID=40&md5=98542b36333ac791d392c8dc5c341c4d"
"da Silva M.K.; Campos D.M.D.O.; Akash S.; Akter S.; Yee L.C.; Fulco U.L.; Oliveira J.I.N.","da Silva, Maria Karolaynne (57318334300); Campos, Daniel Melo de Oliveira (57218203290); Akash, Shopnil (59164238300); Akter, Shahina (56450436800); Yee, Leow Chiuan (57702986500); Fulco, Umberto Laino (6603387870); Oliveira, Jonas Ivan Nobre (36998071700)","57318334300; 57218203290; 59164238300; 56450436800; 57702986500; 6603387870; 36998071700","Advances of Reverse Vaccinology for mRNA Vaccine Design against SARS-CoV-2: A Review of Methods and Tools","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85175205021&doi=10.3390%2fv15102130&partnerID=40&md5=04e9c6dbf89a0f20a335764d709107cc"
"de Oliveira E.V.; Aragao D.P.; Gonçalves L.M.G.","de Oliveira, Emerson Vilar (57986001300); Aragao, Dunfrey Pires (57218418830); Gonçalves, Luiz Marcos Garcia (58069927800)","57986001300; 57218418830; 58069927800","ELSA: Expanded Latent Space Autoencoder for Image Feature Extraction and Classification","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191330783&doi=10.5220%2f0012455300003660&partnerID=40&md5=d9e2416380f3c1aedab89a9612a90596"
"Andrade D.S.; Terrematte P.; Rennó-Costa C.; Zilberberg A.; Efroni S.","Andrade, Dhiego Souto (57700480600); Terrematte, Patrick (40462477300); Rennó-Costa, César (35303342400); Zilberberg, Alona (6507547775); Efroni, Sol (55937571100)","57700480600; 40462477300; 35303342400; 6507547775; 55937571100","GENTLE: a novel bioinformatics tool for generating features and building classifiers from T cell repertoire cancer data","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85147021152&doi=10.1186%2fs12859-023-05155-w&partnerID=40&md5=66e65d07e60a317b6652f97d9ccf9b41"
"Luppi A.I.; Hansen J.Y.; Adapa R.; Carhart-Harris R.L.; Roseman L.; Timmermann C.; Golkowski D.; Ranft A.; Ilg R.; Jordan D.; Bonhomme V.; Vanhaudenhuyse A.; Demertzi A.; Jaquet O.; Bahri M.A.; Alnagger N.L.N.; Cardone P.; Peattie A.R.D.; Manktelow A.E.; de Araujo D.B.; Sensi S.L.; Owen A.M.; Naci L.; Menon D.K.; Misic B.; Stamatakis E.A.","Luppi, Andrea I. (57211245468); Hansen, Justine Y. (57221317328); Adapa, Ram (17343693600); Carhart-Harris, Robin L. (24586655600); Roseman, Leor (56092017300); Timmermann, Christopher (57197712499); Golkowski, Daniel (56107798900); Ranft, Andreas (57110139000); Ilg, Rüdiger (23473209800); Jordan, Denis (14067279900); Bonhomme, Vincent (36894443100); Vanhaudenhuyse, Audrey (22987043300); Demertzi, Athena (24467199800); Jaquet, Oceane (54879646400); Bahri, Mohamed Ali (36879853300); Alnagger, Naji L.N. (57433175900); Cardone, Paolo (57221674192); Peattie, Alexander R.D. (57222313365); Manktelow, Anne E. (36676445900); de Araujo, Draulio B. (6701820375); Sensi, Stefano L. (7004346920); Owen, Adrian M. (7202052668); Naci, Lorina (8565340000); Menon, David K. (7101687199); Misic, Bratislav (36613136300); Stamatakis, Emmanuel A. (6602092099)","57211245468; 57221317328; 17343693600; 24586655600; 56092017300; 57197712499; 56107798900; 57110139000; 23473209800; 14067279900; 36894443100; 22987043300; 24467199800; 54879646400; 36879853300; 57433175900; 57221674192; 57222313365; 36676445900; 6701820375; 7004346920; 7202052668; 8565340000; 7101687199; 36613136300; 6602092099","In vivo mapping of pharmacologically induced functional reorganization onto the human brain's neurotransmitter landscape","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162030568&doi=10.1126%2fsciadv.adf8332&partnerID=40&md5=69d93724aad95fffb00f31cde6cc5aa5"
"da Silva T.G.; Morais C.L.M.; Santos M.C.D.; de Lima L.A.S.; de Medeiros Freitas R.V.; Guerra R.O.; Lima K.M.G.","da Silva, Tales Gomes (58315823700); Morais, Camilo L. M. (57190219188); Santos, Marfran C. D. (57194681670); de Lima, Leomir A. S. (57193929155); de Medeiros Freitas, Raysa Vanessa (57191623114); Guerra, Ricardo Oliveira (57202408396); Lima, Kássio M. G. (56052429800)","58315823700; 57190219188; 57194681670; 57193929155; 57191623114; 57202408396; 56052429800","Spectrochemical analysis of blood combined with chemometric techniques for detecting osteosarcopenia","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162023082&doi=10.1038%2fs41598-023-36834-6&partnerID=40&md5=76f5175603346c45c58e5c28ab4aef99"
"Nascimento I.J.S.; Gomes J.N.S.; Viana J.O.; e Silva Y.M.S.M.; Barbosa E.G.; de Moura R.O.","Nascimento, Igor José dos Santos (57226015729); Gomes, Joilly Nilce Santana (57487774200); Viana, Jéssika de Oliveira (57193418701); e Silva, Yvnni Maria Sales de Medeiros (57218834710); Barbosa, Euzébio Guimarães (26867526300); de Moura, Ricardo Olimpio (55141151200)","57226015729; 57487774200; 57193418701; 57218834710; 26867526300; 55141151200","The Power of Molecular Dynamics Simulations and Their Applications to Discover Cysteine Protease Inhibitors","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191380710&doi=10.2174%2f1389557523666230901152257&partnerID=40&md5=c90227874b12db4e57ec46f211cb78b8"
"Medeiros T.; Medeiros M.; Azevedo M.; Silva M.; Silva I.; Costa D.G.","Medeiros, Thaís (58538636900); Medeiros, Morsinaldo (58168755900); Azevedo, Mariana (58167671300); Silva, Marianne (57207807053); Silva, Ivanovitch (36537969500); Costa, Daniel G. (35519411300)","58538636900; 58168755900; 58167671300; 57207807053; 36537969500; 35519411300","Analysis of Language-Model-Powered Chatbots for Query Resolution in PDF-Based Automotive Manuals","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85180452011&doi=10.3390%2fvehicles5040076&partnerID=40&md5=06a7d3febaeeb686bc3c42aa30bea3a9"
"Wagner M.; Sousa F.J.P.; Glatt M.; Aurich J.C.","Wagner, Marcel (58623252800); Sousa, Fábio J.P. (14061173900); Glatt, Moritz (57202854393); Aurich, Jan C. (7005485993)","58623252800; 14061173900; 57202854393; 7005485993","Bridging the gap: A conceptual framework for developing and operating hybrid modeled digital twins under limited model input conditions","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185199684&doi=10.1016%2fj.procir.2023.09.226&partnerID=40&md5=6d3d9dc2cec9cc2eaa0d932f28a21aa0"
"Ma H.; Crowther T.W.; Mo L.; Maynard D.S.; Renner S.S.; van den Hoogen J.; Zou Y.; Liang J.; de-Miguel S.; Nabuurs G.-J.; Reich P.B.; Niinemets Ü.; Abegg M.; Adou Yao Y.C.; Alberti G.; Almeyda Zambrano A.M.; Alvarado B.V.; Alvarez-Dávila E.; Alvarez-Loayza P.; Alves L.F.; Ammer C.; Antón-Fernández C.; Araujo-Murakami A.; Arroyo L.; Avitabile V.; Aymard G.A.; Baker T.R.; Bałazy R.; Banki O.; Barroso J.G.; Bastian M.L.; Bastin J.-F.; Birigazzi L.; Birnbaum P.; Bitariho R.; Boeckx P.; Bongers F.; Bouriaud O.; Brancalion P.H.S.; Brandl S.; Brearley F.Q.; Brienen R.; Broadbent E.N.; Bruelheide H.; Bussotti F.; Cazzolla Gatti R.; César R.G.; Cesljar G.; Chazdon R.; Chen H.Y.H.; Chisholm C.; Cho H.; Cienciala E.; Clark C.; Clark D.; Colletta G.D.; Coomes D.A.; Valverde F.C.; Corral-Rivas J.J.; Crim P.M.; Cumming J.R.; Dayanandan S.; de Gasper A.L.; Decuyper M.; Derroire G.; DeVries B.; Djordjevic I.; Dolezal J.; Dourdain A.; Engone Obiang N.L.; Enquist B.J.; Eyre T.J.; Fandohan A.B.; Fayle T.M.; Feldpausch T.R.; Ferreira L.V.; Finér L.; Fischer M.; Fletcher C.; Fridman J.; Frizzera L.; Gamarra J.G.P.; Gianelle D.; Glick H.B.; Harris D.J.; Hector A.; Hemp A.; Hengeveld G.; Hérault B.; Herbohn J.L.; Herold M.; Hillers A.; Honorio Coronado E.N.; Hui C.; Ibanez T.T.; Amaral I.; Imai N.; Jagodziński A.M.; Jaroszewicz B.; Johannsen V.K.; Joly C.A.; Jucker T.; Jung I.; Karminov V.; Kartawinata K.; Kearsley E.; Kenfack D.; Kennard D.K.; Kepfer-Rojas S.; Keppel G.; Khan M.L.; Killeen T.J.; Kim H.S.; Kitayama K.; Köhl M.; Korjus H.; Kraxner F.; Kucher D.; Laarmann D.; Lang M.; Lewis S.L.; Lu H.; Lukina N.V.; Maitner B.S.; Malhi Y.; Marcon E.; Marimon B.S.; Marimon-Junior B.H.; Marshall A.R.; Martin E.H.; Meave J.A.; Melo-Cruz O.; Mendoza C.; Merow C.; Monteagudo Mendoza A.; Moreno V.S.; Mukul S.A.; Mundhenk P.; Nava-Miranda M.G.; Neill D.; Neldner V.J.; Nevenic R.V.; Ngugi M.R.; Niklaus P.A.; Oleksyn J.; Ontikov P.; Ortiz-Malavasi E.; Pan Y.; Paquette A.; Parada-Gutierrez A.; Parfenova E.I.; Park M.; Parren M.; Parthasarathy N.; Peri P.L.; Pfautsch S.; Phillips O.L.; Picard N.; Piedade M.T.F.; Piotto D.; Pitman N.C.A.; Mendoza-Polo I.; Poulsen A.D.; Poulsen J.R.; Pretzsch H.; Ramirez Arevalo F.; Restrepo-Correa Z.; Rodeghiero M.; Rolim S.G.; Roopsind A.; Rovero F.; Rutishauser E.; Saikia P.; Salas-Eljatib C.; Saner P.; Schall P.; Schelhaas M.-J.; Schepaschenko D.; Scherer-Lorenzen M.; Schmid B.; Schöngart J.; Searle E.B.; Seben V.; Serra-Diaz J.M.; Sheil D.; Shvidenko A.Z.; Silva-Espejo J.E.; Silveira M.; Singh J.; Sist P.; Slik F.; Sonké B.; Souza A.F.; Miścicki S.; Stereńczak K.J.; Svenning J.-C.; Svoboda M.; Swanepoel B.; Targhetta N.; Tchebakova N.; ter Steege H.; Thomas R.; Tikhonova E.; Umunay P.M.; Usoltsev V.A.; Valencia R.; Valladares F.; van der Plas F.; Van Do T.; van Nuland M.E.; Vasquez R.M.; Verbeeck H.; Viana H.; Vibrans A.C.; Vieira S.; von Gadow K.; Wang H.-F.; Watson J.V.; Werner G.D.A.; Westerlund B.; Wiser S.K.; Wittmann F.; Woell H.; Wortel V.; Zagt R.; Zawiła-Niedźwiecki T.; Zhang C.; Zhao X.; Zhou M.; Zhu Z.-X.; Zo-Bi I.C.; Zohner C.M.","Ma, Haozhi (57220979927); Crowther, Thomas W. (37120034900); Mo, Lidong (57204603552); Maynard, Daniel S. (55555551900); Renner, Susanne S. (7007067180); van den Hoogen, Johan (57202136305); Zou, Yibiao (58658446300); Liang, Jingjing (12752815000); de-Miguel, Sergio (17343492500); Nabuurs, Gert-Jan (7003969732); Reich, Peter B. (7101895179); Niinemets, Ülo (56186457800); Abegg, Meinrad (55211613900); Adou Yao, Yves C. (58546144400); Alberti, Giorgio (11239423500); Almeyda Zambrano, Angelica M. (6504286401); Alvarado, Braulio Vilchez (8616137200); Alvarez-Dávila, Esteban (57224123406); Alvarez-Loayza, Patricia (22937123800); Alves, Luciana F. (7102466704); Ammer, Christian (25022913900); Antón-Fernández, Clara (55229142000); Araujo-Murakami, Alejandro (26032530700); Arroyo, Luzmila (6701602101); Avitabile, Valerio (52363231500); Aymard, Gerardo A. (55666671100); Baker, Timothy R. (7402604855); Bałazy, Radomir (57189095998); Banki, Olaf (7801576907); Barroso, Jorcely G. (54787438300); Bastian, Meredith L. (16549183500); Bastin, Jean-Francois (55801125400); Birigazzi, Luca (55921035800); Birnbaum, Philippe (7004019636); Bitariho, Robert (6505628764); Boeckx, Pascal (7003823448); Bongers, Frans (7003843226); Bouriaud, Olivier (12807813400); Brancalion, Pedro H. S. (21740850700); Brandl, Susanne (55647821500); Brearley, Francis Q. (6505997426); Brienen, Roel (12786571000); Broadbent, Eben N. (8919611000); Bruelheide, Helge (6701704534); Bussotti, Filippo (7003415972); Cazzolla Gatti, Roberto (56022184900); César, Ricardo G. (55811245600); Cesljar, Goran (55671944900); Chazdon, Robin (57210239130); Chen, Han Y. H. (8562009700); Chisholm, Chelsea (54392637900); Cho, Hyunkook (55470970000); Cienciala, Emil (6602102847); Clark, Connie (34969023300); Clark, David (35551380400); Colletta, Gabriel D. (57192870873); Coomes, David A. (6603900587); Valverde, Fernando Cornejo (55886108400); Corral-Rivas, José J. (6504062769); Crim, Philip M. (57208780564); Cumming, Jonathan R. (7005524287); Dayanandan, Selvadurai (57222519426); de Gasper, André L. (40461399800); Decuyper, Mathieu (55906140800); Derroire, Géraldine (6503900667); DeVries, Ben (56538797300); Djordjevic, Ilija (55316124300); Dolezal, Jiri (56210277900); Dourdain, Aurélie (56623084200); Engone Obiang, Nestor Laurier (12782769500); Enquist, Brian J. (7004590620); Eyre, Teresa J. (56240744000); Fandohan, Adandé Belarmain (35573224300); Fayle, Tom M. (16836174900); Feldpausch, Ted R. (59272844400); Ferreira, Leandro V. (57200105441); Finér, Leena (7003876057); Fischer, Markus (24325048800); Fletcher, Christine (50161182000); Fridman, Jonas (7003347858); Frizzera, Lorenzo (24279230600); Gamarra, Javier G. P. (6603636920); Gianelle, Damiano (24075870600); Glick, Henry B. (56178112600); Harris, David J. (57052021500); Hector, Andrew (35229762800); Hemp, Andreas (6508380559); Hengeveld, Geerten (6506015930); Hérault, Bruno (8715617900); Herbohn, John L. (6603005931); Herold, Martin (7102192954); Hillers, Annika (24343622800); Honorio Coronado, Eurídice N. (16312114300); Hui, Cang (7202876919); Ibanez, Thomas T. (55081176200); Amaral, Iêda (26323200400); Imai, Nobuo (14063204500); Jagodziński, Andrzej M. (57200185863); Jaroszewicz, Bogdan (24341399700); Johannsen, Vivian Kvist (6508291431); Joly, Carlos A. (57200377026); Jucker, Tommaso (54401287500); Jung, Ilbin (57208770652); Karminov, Viktor (56545737400); Kartawinata, Kuswata (6602494792); Kearsley, Elizabeth (55801846200); Kenfack, David (55940475900); Kennard, Deborah K. (7003270434); Kepfer-Rojas, Sebastian (56189776200); Keppel, Gunnar (15026651500); Khan, Mohammed Latif (57205119902); Killeen, Timothy J. (35424201100); Kim, Hyun Seok (57203630265); Kitayama, Kanehiro (7101983091); Köhl, Michael (57216016802); Korjus, Henn (56112133700); Kraxner, Florian (7801416246); Kucher, Dmitry (57208010063); Laarmann, Diana (28567868900); Lang, Mait (7202007368); Lewis, Simon L. (56105640400); Lu, Huicui (57190019109); Lukina, Natalia V. (7003805840); Maitner, Brian S. (54395788800); Malhi, Yadvinder (7004035832); Marcon, Eric (36101507900); Marimon, Beatriz Schwantes (58585078700); Marimon-Junior, Ben Hur (36131955000); Marshall, Andrew R. (7401645550); Martin, Emanuel H. (57204202546); Meave, Jorge A. (56851940800); Melo-Cruz, Omar (57208770283); Mendoza, Casimiro (26323230800); Merow, Cory (35763382500); Monteagudo Mendoza, Abel (6504706173); Moreno, Vanessa S. (57192875507); Mukul, Sharif A. (17435017600); Mundhenk, Philip (56703225100); Nava-Miranda, María Guadalupe (57201489143); Neill, David (7004890176); Neldner, Victor J. (6602233821); Nevenic, Radovan V. (54385804900); Ngugi, Michael R. (6603264822); Niklaus, Pascal A. (55206929200); Oleksyn, Jacek (7004288764); Ontikov, Petr (56545846600); Ortiz-Malavasi, Edgar (57208769959); Pan, Yude (25655326300); Paquette, Alain (55907565200); Parada-Gutierrez, Alexander (55787110200); Parfenova, Elena I. (16234304900); Park, Minjee (57211778098); Parren, Marc (6507880382); Parthasarathy, Narayanaswamy (7005355378); Peri, Pablo L. (6603741016); Pfautsch, Sebastian (26640543600); Phillips, Oliver L. (57405200800); Picard, Nicolas (6701912401); Piedade, Maria Teresa F. (7004139928); Piotto, Daniel (6506788332); Pitman, Nigel C. A. (6602093817); Mendoza-Polo, Irina (56117192000); Poulsen, Axel D. (56797792000); Poulsen, John R. (57218538821); Pretzsch, Hans (7004328401); Ramirez Arevalo, Freddy (57199652805); Restrepo-Correa, Zorayda (56117066200); Rodeghiero, Mirco (13409387600); Rolim, Samir G. (13204226600); Roopsind, Anand (56118003000); Rovero, Francesco (57226218926); Rutishauser, Ervan (36160653100); Saikia, Purabi (57204587666); Salas-Eljatib, Christian (58032820300); Saner, Philippe (33068278000); Schall, Peter (58161639700); Schelhaas, Mart-Jan (6602873905); Schepaschenko, Dmitry (16231193300); Scherer-Lorenzen, Michael (6603069159); Schmid, Bernhard (7102653764); Schöngart, Jochen (6507398267); Searle, Eric B. (56912162500); Seben, Vladimír (35749218200); Serra-Diaz, Josep M. (55502442500); Sheil, Douglas (57218803045); Shvidenko, Anatoly Z. (6701775894); Silva-Espejo, Javier E. (16314082800); Silveira, Marcos (7007111792); Singh, James (57205358053); Sist, Plinio (6603621678); Slik, Ferry (6603660769); Sonké, Bonaventure (6602680004); Souza, Alexandre F. (7103402648); Miścicki, Stanislaw (36176233900); Stereńczak, Krzysztof J. (36623051000); Svenning, Jens-Christian (55010991900); Svoboda, Miroslav (55614913700); Swanepoel, Ben (57204182626); Targhetta, Natalia (56712019900); Tchebakova, Nadja (16445196200); ter Steege, Hans (6603780906); Thomas, Raquel (36070079500); Tikhonova, Elena (56829142200); Umunay, Peter M. (56829608100); Usoltsev, Vladimir A. (6602303943); Valencia, Renato (57200124960); Valladares, Fernando (7003953689); van der Plas, Fons (26430162500); Van Do, Tran (57200125221); van Nuland, Michael E. (56012615500); Vasquez, Rodolfo M. (7005328774); Verbeeck, Hans (57192690229); Viana, Helder (35575270600); Vibrans, Alexander C. (25936798000); Vieira, Simone (7102450017); von Gadow, Klaus (56284304700); Wang, Hua-Feng (57444378400); Watson, James V. (57202314533); Werner, Gijsbert D. A. (55325802700); Westerlund, Bertil (55642794800); Wiser, Susan K. (7003308145); Wittmann, Florian (7005579717); Woell, Hannsjoerg (55802146100); Wortel, Verginia (56290999100); Zagt, Roderick (6603220435); Zawiła-Niedźwiecki, Tomasz (6504324308); Zhang, Chunyu (55703956300); Zhao, Xiuhai (12241888900); Zhou, Mo (55448839000); Zhu, Zhi-Xin (57191706989); Zo-Bi, Irie C. (57204691799); Zohner, Constantin M. (56203316300)","57220979927; 37120034900; 57204603552; 55555551900; 7007067180; 57202136305; 58658446300; 12752815000; 17343492500; 7003969732; 7101895179; 56186457800; 55211613900; 58546144400; 11239423500; 6504286401; 8616137200; 57224123406; 22937123800; 7102466704; 25022913900; 55229142000; 26032530700; 6701602101; 52363231500; 55666671100; 7402604855; 57189095998; 7801576907; 54787438300; 16549183500; 55801125400; 55921035800; 7004019636; 6505628764; 7003823448; 7003843226; 12807813400; 21740850700; 55647821500; 6505997426; 12786571000; 8919611000; 6701704534; 7003415972; 56022184900; 55811245600; 55671944900; 57210239130; 8562009700; 54392637900; 55470970000; 6602102847; 34969023300; 35551380400; 57192870873; 6603900587; 55886108400; 6504062769; 57208780564; 7005524287; 57222519426; 40461399800; 55906140800; 6503900667; 56538797300; 55316124300; 56210277900; 56623084200; 12782769500; 7004590620; 56240744000; 35573224300; 16836174900; 59272844400; 57200105441; 7003876057; 24325048800; 50161182000; 7003347858; 24279230600; 6603636920; 24075870600; 56178112600; 57052021500; 35229762800; 6508380559; 6506015930; 8715617900; 6603005931; 7102192954; 24343622800; 16312114300; 7202876919; 55081176200; 26323200400; 14063204500; 57200185863; 24341399700; 6508291431; 57200377026; 54401287500; 57208770652; 56545737400; 6602494792; 55801846200; 55940475900; 7003270434; 56189776200; 15026651500; 57205119902; 35424201100; 57203630265; 7101983091; 57216016802; 56112133700; 7801416246; 57208010063; 28567868900; 7202007368; 56105640400; 57190019109; 7003805840; 54395788800; 7004035832; 36101507900; 58585078700; 36131955000; 7401645550; 57204202546; 56851940800; 57208770283; 26323230800; 35763382500; 6504706173; 57192875507; 17435017600; 56703225100; 57201489143; 7004890176; 6602233821; 54385804900; 6603264822; 55206929200; 7004288764; 56545846600; 57208769959; 25655326300; 55907565200; 55787110200; 16234304900; 57211778098; 6507880382; 7005355378; 6603741016; 26640543600; 57405200800; 6701912401; 7004139928; 6506788332; 6602093817; 56117192000; 56797792000; 57218538821; 7004328401; 57199652805; 56117066200; 13409387600; 13204226600; 56118003000; 57226218926; 36160653100; 57204587666; 58032820300; 33068278000; 58161639700; 6602873905; 16231193300; 6603069159; 7102653764; 6507398267; 56912162500; 35749218200; 55502442500; 57218803045; 6701775894; 16314082800; 7007111792; 57205358053; 6603621678; 6603660769; 6602680004; 7103402648; 36176233900; 36623051000; 55010991900; 55614913700; 57204182626; 56712019900; 16445196200; 6603780906; 36070079500; 56829142200; 56829608100; 6602303943; 57200124960; 7003953689; 26430162500; 57200125221; 56012615500; 7005328774; 57192690229; 35575270600; 25936798000; 7102450017; 56284304700; 57444378400; 57202314533; 55325802700; 55642794800; 7003308145; 7005579717; 55802146100; 56290999100; 6603220435; 6504324308; 55703956300; 12241888900; 55448839000; 57191706989; 57204691799; 56203316300","The global biogeography of tree leaf form and habit","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174580524&doi=10.1038%2fs41477-023-01543-5&partnerID=40&md5=a3e9c312c3130bc60924cd7cad479209"
"Toledo Reyes L.; Knorst J.K.; Ortiz F.R.; Brondani B.; Emmanuelli B.; Saraiva Guedes R.; Mendes F.M.; Ardenghi T.M.","Toledo Reyes, L. (23494272500); Knorst, J.K. (57191501638); Ortiz, F.R. (56480205100); Brondani, B. (57200209786); Emmanuelli, B. (56609274300); Saraiva Guedes, R. (58355374600); Mendes, F.M. (7005486164); Ardenghi, T.M. (6504401748)","23494272500; 57191501638; 56480205100; 57200209786; 56609274300; 58355374600; 7005486164; 6504401748","Early Childhood Predictors for Dental Caries: A Machine Learning Approach","2023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162935611&doi=10.1177%2f00220345231170535&partnerID=40&md5=778242f4282fcd8d1a9bee33b7cde621"
"Dorwu F.K.; Mensah P.; Antwi K.; Melo R.R.; Pimenta A.S.; Paula E.A.O.; Rusch F.","Dorwu, Frank Kofi (59066055400); Mensah, Prosper (57912476000); Antwi, Kwaku (57439211100); Melo, Rafael Rodolfo de (17345066800); Pimenta, Alexandre Santos (56228389300); Paula, Edgley Alves de Oliveira (57225067723); Rusch, Fernando (57210841901)","59066055400; 57912476000; 57439211100; 17345066800; 56228389300; 57225067723; 57210841901","Influence of age and trunk positions on physicomechanical properties of Anthocleista grandiflora Gilg wood","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192377796&doi=10.1590%2f1517-7076-RMAT-2024-0037&partnerID=40&md5=3da199b56769e07a782de776664364de"
"Wagner M.; Sousa F.J.P.; Werrel M.; Glatt M.; Aurich J.C.","Wagner, Marcel (58623252800); Sousa, Fábio J. P. (14061173900); Werrel, Max (57224103537); Glatt, Moritz (57202854393); Aurich, Jan C. (7005485993)","58623252800; 14061173900; 57224103537; 57202854393; 7005485993","Hybrid Models for Waste Reduction and Sustainable Manufacturing: A Comparative Study of Stoneware Tile Polishing","2024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178364287&doi=10.1007%2f978-3-031-47394-4_38&partnerID=40&md5=a867e7d4351e37834668f7381d34f7cf"
